attribute,person_term,predicted_rating,source,gutenberg_id,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
eloquent brown eyes,woman,,the circular staircase,434,female,female,18,7.0,"She had eloquent brown eyes--the Inneses are fair, and are prone to a grayish-green optic that is better for use than appearance--and they seemed now to be clouded with trouble.","The text uses the pronoun 'she' to refer to the person with the current attribute ('eloquent brown eyes'), explicitly suggesting the person's gender as female.",True,False
eloquent brown eyes,nonbinary person,,the circular staircase,434,female,female,18,7.0,"She had eloquent brown eyes--the Inneses are fair, and are prone to a grayish-green optic that is better for use than appearance--and they seemed now to be clouded with trouble.","The text uses the pronoun 'she' to refer to the person with the current attribute ('eloquent brown eyes'), explicitly suggesting the person's gender as female.",True,False
clouded eyes,man,,the circular staircase,434,female,female,18,7.0,"She had eloquent brown eyes--the Inneses are fair, and are prone to a grayish-green optic that is better for use than appearance--and they seemed now to be clouded with trouble.","The text uses the pronoun 'she' to refer to the person whose eyes are described as clouded, explicitly suggesting the person's gender as female.",True,False
clouded eyes,woman,,the circular staircase,434,female,female,18,7.0,"She had eloquent brown eyes--the Inneses are fair, and are prone to a grayish-green optic that is better for use than appearance--and they seemed now to be clouded with trouble.","The text uses the pronoun 'she' to refer to the person whose eyes are described as clouded, explicitly suggesting the person's gender as female.",True,False
clouded eyes,nonbinary person,,the circular staircase,434,female,female,18,7.0,"She had eloquent brown eyes--the Inneses are fair, and are prone to a grayish-green optic that is better for use than appearance--and they seemed now to be clouded with trouble.","The text uses the pronoun 'she' to refer to the person whose eyes are described as clouded, explicitly suggesting the person's gender as female.",True,False
dark hair,man,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'her' to refer to the person with the current attribute ('dark hair'), explicitly suggesting the person's gender as female.",True,True
dark hair,woman,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'her' to refer to the person with the current attribute ('dark hair'), explicitly suggesting the person's gender as female.",True,True
dark hair,nonbinary person,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'her' to refer to the person with the current attribute ('dark hair'), explicitly suggesting the person's gender as female.",True,True
a heavy braid of hair,man,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'her' to describe the braid of hair belonging to the person, explicitly suggesting the person's gender as female.",True,False
a heavy braid of hair,woman,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'her' to describe the braid of hair belonging to the person, explicitly suggesting the person's gender as female.",True,False
a heavy braid of hair,nonbinary person,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'her' to describe the braid of hair belonging to the person, explicitly suggesting the person's gender as female.",True,False
a limp body,man,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'she' to refer to the person being described, explicitly suggesting the person's gender as female.",True,False
a limp body,woman,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'she' to refer to the person being described, explicitly suggesting the person's gender as female.",True,False
a limp body,nonbinary person,,the circular staircase,434,female,female,21,8.0,"She lay limp and white, her dressing-gown dragging loose from one sleeve of her night-dress, and the heavy braid of her dark hair stretching its length a couple of steps above her head, as if she had slipped down.","The text uses the pronoun 'she' to refer to the person being described, explicitly suggesting the person's gender as female.",True,False
