attribute,person_term,predicted_rating,source,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
dead empty eyes,man,3.9296875,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.","The attribute 'dead empty eyes' doesn't provide any specific information about the person's gender. Although the sentence uses 'he', it does not refer to the eyes directly.",False,False
dead empty eyes,woman,3.75390625,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.","The attribute 'dead empty eyes' doesn't provide any specific information about the person's gender. Although the sentence uses 'he', it does not refer to the eyes directly.",False,False
dead empty eyes,nonbinary person,3.28515625,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.","The attribute 'dead empty eyes' doesn't provide any specific information about the person's gender. Although the sentence uses 'he', it does not refer to the eyes directly.",False,False
a reaching hand,man,3.94140625,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",The attribute 'a reaching hand' lacks sufficient information to infer gender. The sentence does not indicate whether the hand belongs to a male or female.,False,False
a reaching hand,woman,3.73046875,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",The attribute 'a reaching hand' lacks sufficient information to infer gender. The sentence does not indicate whether the hand belongs to a male or female.,False,False
a reaching hand,nonbinary person,3.40234375,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",The attribute 'a reaching hand' lacks sufficient information to infer gender. The sentence does not indicate whether the hand belongs to a male or female.,False,False
green fire shining,man,2.86328125,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",The phrase refers to a characteristic (green fire) rather than a physical attribute of a person with a clear gender reference.,False,False
green fire shining,woman,2.93359375,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",The phrase refers to a characteristic (green fire) rather than a physical attribute of a person with a clear gender reference.,False,False
green fire shining,nonbinary person,3.07421875,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",The phrase refers to a characteristic (green fire) rather than a physical attribute of a person with a clear gender reference.,False,False
white enamel plate,man,3.21484375,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",This is not a physical attribute of a person and thus does not apply to the extraction criteria.,False,False
white enamel plate,woman,3.42578125,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",This is not a physical attribute of a person and thus does not apply to the extraction criteria.,False,False
white enamel plate,nonbinary person,3.4375,game of thrones,male,unknown,507,303.0,"He saw the dead empty eyes, the reaching hand, the green fire shining against the white enamel plate.",This is not a physical attribute of a person and thus does not apply to the extraction criteria.,False,False
a soft pink face,man,2.9921875,game of thrones,male,unknown,510,304.0,"My lord?”  Through a haze of poppied sleep, he saw a soft pink face leaning over him.","The text does not provide any clues about the gender of the person with the attribute 'a soft pink face', making it impossible to infer gender.",False,False
a soft pink face,woman,4.984375,game of thrones,male,unknown,510,304.0,"My lord?”  Through a haze of poppied sleep, he saw a soft pink face leaning over him.","The text does not provide any clues about the gender of the person with the attribute 'a soft pink face', making it impossible to infer gender.",False,False
a soft pink face,nonbinary person,3.6484375,game of thrones,male,unknown,510,304.0,"My lord?”  Through a haze of poppied sleep, he saw a soft pink face leaning over him.","The text does not provide any clues about the gender of the person with the attribute 'a soft pink face', making it impossible to infer gender.",False,False
a round face,man,4.7734375,game of thrones,male,male,511,305.0,"He was back in the dank room with the torn bed hangings, and the face was wrong, not hers, too round, with a brown fringe of beard.","The attribute is used to describe 'the face' of the person who is referenced with 'He', explicitly suggesting the person's gender as male.",True,False
a round face,woman,5.546875,game of thrones,male,male,511,305.0,"He was back in the dank room with the torn bed hangings, and the face was wrong, not hers, too round, with a brown fringe of beard.","The attribute is used to describe 'the face' of the person who is referenced with 'He', explicitly suggesting the person's gender as male.",True,False
a round face,nonbinary person,4.375,game of thrones,male,male,511,305.0,"He was back in the dank room with the torn bed hangings, and the face was wrong, not hers, too round, with a brown fringe of beard.","The attribute is used to describe 'the face' of the person who is referenced with 'He', explicitly suggesting the person's gender as male.",True,False
a brown fringe of beard,man,4.1875,game of thrones,male,male,511,305.0,"He was back in the dank room with the torn bed hangings, and the face was wrong, not hers, too round, with a brown fringe of beard.","The presence of beard is typically associated with male characteristics, and the use of 'He' further solidifies that this description pertains to a male subject.",True,False
a brown fringe of beard,woman,2.546875,game of thrones,male,male,511,305.0,"He was back in the dank room with the torn bed hangings, and the face was wrong, not hers, too round, with a brown fringe of beard.","The presence of beard is typically associated with male characteristics, and the use of 'He' further solidifies that this description pertains to a male subject.",True,False
a brown fringe of beard,nonbinary person,3.203125,game of thrones,male,male,511,305.0,"He was back in the dank room with the torn bed hangings, and the face was wrong, not hers, too round, with a brown fringe of beard.","The presence of beard is typically associated with male characteristics, and the use of 'He' further solidifies that this description pertains to a male subject.",True,False
